"DateKey","FullDateAlternateKey","DayNumberOfWeek","EnglishDayNameOfWeek","SpanishDayNameOfWeek","FrenchDayNameOfWeek","DayNumberOfMonth","DayNumberOfYear","WeekNumberOfYear","EnglishMonthName","SpanishMonthName","FrenchMonthName","MonthNumberOfYear","CalendarQuarter","CalendarYear","CalendarSemester","FiscalQuarter","FiscalYear","FiscalSemester"
"20200227","27/02/2020 00:00:00","5","Thursday","Jueves","Jeudi","27","58","9","February","Febrero","Février","2","1","2020","1","3","2020","2"
"20200228","28/02/2020 00:00:00","6","Friday","Viernes","Vendredi","28","59","9","February","Febrero","Février","2","1","2020","1","3","2020","2"
"20200229","29/02/2020 00:00:00","7","Saturday","Sábado","Samedi","29","60","9","February","Febrero","Février","2","1","2020","1","3","2020","2"
"20200301","01/03/2020 00:00:00","1","Sunday","Domingo","Dimanche","1","61","10","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200302","02/03/2020 00:00:00","2","Monday","Lunes","Lundi","2","62","10","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200303","03/03/2020 00:00:00","3","Tuesday","Martes","Mardi","3","63","10","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200304","04/03/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","4","64","10","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200305","05/03/2020 00:00:00","5","Thursday","Jueves","Jeudi","5","65","10","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200306","06/03/2020 00:00:00","6","Friday","Viernes","Vendredi","6","66","10","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200307","07/03/2020 00:00:00","7","Saturday","Sábado","Samedi","7","67","10","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200308","08/03/2020 00:00:00","1","Sunday","Domingo","Dimanche","8","68","11","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200309","09/03/2020 00:00:00","2","Monday","Lunes","Lundi","9","69","11","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200310","10/03/2020 00:00:00","3","Tuesday","Martes","Mardi","10","70","11","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200311","11/03/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","11","71","11","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200312","12/03/2020 00:00:00","5","Thursday","Jueves","Jeudi","12","72","11","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200313","13/03/2020 00:00:00","6","Friday","Viernes","Vendredi","13","73","11","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200314","14/03/2020 00:00:00","7","Saturday","Sábado","Samedi","14","74","11","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200315","15/03/2020 00:00:00","1","Sunday","Domingo","Dimanche","15","75","12","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200316","16/03/2020 00:00:00","2","Monday","Lunes","Lundi","16","76","12","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200317","17/03/2020 00:00:00","3","Tuesday","Martes","Mardi","17","77","12","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200318","18/03/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","18","78","12","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200319","19/03/2020 00:00:00","5","Thursday","Jueves","Jeudi","19","79","12","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200320","20/03/2020 00:00:00","6","Friday","Viernes","Vendredi","20","80","12","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200321","21/03/2020 00:00:00","7","Saturday","Sábado","Samedi","21","81","12","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200322","22/03/2020 00:00:00","1","Sunday","Domingo","Dimanche","22","82","13","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200323","23/03/2020 00:00:00","2","Monday","Lunes","Lundi","23","83","13","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200324","24/03/2020 00:00:00","3","Tuesday","Martes","Mardi","24","84","13","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200325","25/03/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","25","85","13","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200326","26/03/2020 00:00:00","5","Thursday","Jueves","Jeudi","26","86","13","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200327","27/03/2020 00:00:00","6","Friday","Viernes","Vendredi","27","87","13","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200328","28/03/2020 00:00:00","7","Saturday","Sábado","Samedi","28","88","13","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200329","29/03/2020 00:00:00","1","Sunday","Domingo","Dimanche","29","89","14","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200330","30/03/2020 00:00:00","2","Monday","Lunes","Lundi","30","90","14","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200331","31/03/2020 00:00:00","3","Tuesday","Martes","Mardi","31","91","14","March","Marzo","Mars","3","1","2020","1","3","2020","2"
"20200401","01/04/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","1","92","14","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200402","02/04/2020 00:00:00","5","Thursday","Jueves","Jeudi","2","93","14","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200403","03/04/2020 00:00:00","6","Friday","Viernes","Vendredi","3","94","14","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200404","04/04/2020 00:00:00","7","Saturday","Sábado","Samedi","4","95","14","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200405","05/04/2020 00:00:00","1","Sunday","Domingo","Dimanche","5","96","15","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200406","06/04/2020 00:00:00","2","Monday","Lunes","Lundi","6","97","15","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200407","07/04/2020 00:00:00","3","Tuesday","Martes","Mardi","7","98","15","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200408","08/04/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","8","99","15","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200409","09/04/2020 00:00:00","5","Thursday","Jueves","Jeudi","9","100","15","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200410","10/04/2020 00:00:00","6","Friday","Viernes","Vendredi","10","101","15","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200411","11/04/2020 00:00:00","7","Saturday","Sábado","Samedi","11","102","15","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200412","12/04/2020 00:00:00","1","Sunday","Domingo","Dimanche","12","103","16","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200413","13/04/2020 00:00:00","2","Monday","Lunes","Lundi","13","104","16","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200414","14/04/2020 00:00:00","3","Tuesday","Martes","Mardi","14","105","16","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200415","15/04/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","15","106","16","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200416","16/04/2020 00:00:00","5","Thursday","Jueves","Jeudi","16","107","16","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200417","17/04/2020 00:00:00","6","Friday","Viernes","Vendredi","17","108","16","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200418","18/04/2020 00:00:00","7","Saturday","Sábado","Samedi","18","109","16","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200419","19/04/2020 00:00:00","1","Sunday","Domingo","Dimanche","19","110","17","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200420","20/04/2020 00:00:00","2","Monday","Lunes","Lundi","20","111","17","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200421","21/04/2020 00:00:00","3","Tuesday","Martes","Mardi","21","112","17","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200422","22/04/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","22","113","17","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200423","23/04/2020 00:00:00","5","Thursday","Jueves","Jeudi","23","114","17","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200424","24/04/2020 00:00:00","6","Friday","Viernes","Vendredi","24","115","17","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200425","25/04/2020 00:00:00","7","Saturday","Sábado","Samedi","25","116","17","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200426","26/04/2020 00:00:00","1","Sunday","Domingo","Dimanche","26","117","18","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200427","27/04/2020 00:00:00","2","Monday","Lunes","Lundi","27","118","18","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200428","28/04/2020 00:00:00","3","Tuesday","Martes","Mardi","28","119","18","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200429","29/04/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","29","120","18","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200430","30/04/2020 00:00:00","5","Thursday","Jueves","Jeudi","30","121","18","April","Abril","Avril","4","2","2020","1","4","2020","2"
"20200501","01/05/2020 00:00:00","6","Friday","Viernes","Vendredi","1","122","18","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200502","02/05/2020 00:00:00","7","Saturday","Sábado","Samedi","2","123","18","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200503","03/05/2020 00:00:00","1","Sunday","Domingo","Dimanche","3","124","19","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200504","04/05/2020 00:00:00","2","Monday","Lunes","Lundi","4","125","19","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200505","05/05/2020 00:00:00","3","Tuesday","Martes","Mardi","5","126","19","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200506","06/05/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","6","127","19","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200507","07/05/2020 00:00:00","5","Thursday","Jueves","Jeudi","7","128","19","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200508","08/05/2020 00:00:00","6","Friday","Viernes","Vendredi","8","129","19","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200509","09/05/2020 00:00:00","7","Saturday","Sábado","Samedi","9","130","19","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200510","10/05/2020 00:00:00","1","Sunday","Domingo","Dimanche","10","131","20","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200511","11/05/2020 00:00:00","2","Monday","Lunes","Lundi","11","132","20","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200512","12/05/2020 00:00:00","3","Tuesday","Martes","Mardi","12","133","20","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200513","13/05/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","13","134","20","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200514","14/05/2020 00:00:00","5","Thursday","Jueves","Jeudi","14","135","20","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200515","15/05/2020 00:00:00","6","Friday","Viernes","Vendredi","15","136","20","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200516","16/05/2020 00:00:00","7","Saturday","Sábado","Samedi","16","137","20","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200517","17/05/2020 00:00:00","1","Sunday","Domingo","Dimanche","17","138","21","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200518","18/05/2020 00:00:00","2","Monday","Lunes","Lundi","18","139","21","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200519","19/05/2020 00:00:00","3","Tuesday","Martes","Mardi","19","140","21","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200520","20/05/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","20","141","21","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200521","21/05/2020 00:00:00","5","Thursday","Jueves","Jeudi","21","142","21","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200522","22/05/2020 00:00:00","6","Friday","Viernes","Vendredi","22","143","21","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200523","23/05/2020 00:00:00","7","Saturday","Sábado","Samedi","23","144","21","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200524","24/05/2020 00:00:00","1","Sunday","Domingo","Dimanche","24","145","22","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200525","25/05/2020 00:00:00","2","Monday","Lunes","Lundi","25","146","22","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200526","26/05/2020 00:00:00","3","Tuesday","Martes","Mardi","26","147","22","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200527","27/05/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","27","148","22","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200528","28/05/2020 00:00:00","5","Thursday","Jueves","Jeudi","28","149","22","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200529","29/05/2020 00:00:00","6","Friday","Viernes","Vendredi","29","150","22","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200530","30/05/2020 00:00:00","7","Saturday","Sábado","Samedi","30","151","22","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200531","31/05/2020 00:00:00","1","Sunday","Domingo","Dimanche","31","152","23","May","Mayo","Mai","5","2","2020","1","4","2020","2"
"20200601","01/06/2020 00:00:00","2","Monday","Lunes","Lundi","1","153","23","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200602","02/06/2020 00:00:00","3","Tuesday","Martes","Mardi","2","154","23","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200603","03/06/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","3","155","23","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200604","04/06/2020 00:00:00","5","Thursday","Jueves","Jeudi","4","156","23","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200605","05/06/2020 00:00:00","6","Friday","Viernes","Vendredi","5","157","23","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200606","06/06/2020 00:00:00","7","Saturday","Sábado","Samedi","6","158","23","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200607","07/06/2020 00:00:00","1","Sunday","Domingo","Dimanche","7","159","24","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200608","08/06/2020 00:00:00","2","Monday","Lunes","Lundi","8","160","24","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200609","09/06/2020 00:00:00","3","Tuesday","Martes","Mardi","9","161","24","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200610","10/06/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","10","162","24","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200611","11/06/2020 00:00:00","5","Thursday","Jueves","Jeudi","11","163","24","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200612","12/06/2020 00:00:00","6","Friday","Viernes","Vendredi","12","164","24","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200613","13/06/2020 00:00:00","7","Saturday","Sábado","Samedi","13","165","24","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200614","14/06/2020 00:00:00","1","Sunday","Domingo","Dimanche","14","166","25","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200615","15/06/2020 00:00:00","2","Monday","Lunes","Lundi","15","167","25","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200616","16/06/2020 00:00:00","3","Tuesday","Martes","Mardi","16","168","25","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200617","17/06/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","17","169","25","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200618","18/06/2020 00:00:00","5","Thursday","Jueves","Jeudi","18","170","25","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200619","19/06/2020 00:00:00","6","Friday","Viernes","Vendredi","19","171","25","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200620","20/06/2020 00:00:00","7","Saturday","Sábado","Samedi","20","172","25","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200621","21/06/2020 00:00:00","1","Sunday","Domingo","Dimanche","21","173","26","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200622","22/06/2020 00:00:00","2","Monday","Lunes","Lundi","22","174","26","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200623","23/06/2020 00:00:00","3","Tuesday","Martes","Mardi","23","175","26","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200624","24/06/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","24","176","26","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200625","25/06/2020 00:00:00","5","Thursday","Jueves","Jeudi","25","177","26","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200626","26/06/2020 00:00:00","6","Friday","Viernes","Vendredi","26","178","26","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200627","27/06/2020 00:00:00","7","Saturday","Sábado","Samedi","27","179","26","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200628","28/06/2020 00:00:00","1","Sunday","Domingo","Dimanche","28","180","27","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200629","29/06/2020 00:00:00","2","Monday","Lunes","Lundi","29","181","27","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200630","30/06/2020 00:00:00","3","Tuesday","Martes","Mardi","30","182","27","June","Junio","Juin","6","2","2020","1","4","2020","2"
"20200701","01/07/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","1","183","27","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200702","02/07/2020 00:00:00","5","Thursday","Jueves","Jeudi","2","184","27","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200703","03/07/2020 00:00:00","6","Friday","Viernes","Vendredi","3","185","27","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200704","04/07/2020 00:00:00","7","Saturday","Sábado","Samedi","4","186","27","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200705","05/07/2020 00:00:00","1","Sunday","Domingo","Dimanche","5","187","28","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200706","06/07/2020 00:00:00","2","Monday","Lunes","Lundi","6","188","28","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200707","07/07/2020 00:00:00","3","Tuesday","Martes","Mardi","7","189","28","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200708","08/07/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","8","190","28","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200709","09/07/2020 00:00:00","5","Thursday","Jueves","Jeudi","9","191","28","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200710","10/07/2020 00:00:00","6","Friday","Viernes","Vendredi","10","192","28","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200711","11/07/2020 00:00:00","7","Saturday","Sábado","Samedi","11","193","28","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200712","12/07/2020 00:00:00","1","Sunday","Domingo","Dimanche","12","194","29","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200713","13/07/2020 00:00:00","2","Monday","Lunes","Lundi","13","195","29","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200714","14/07/2020 00:00:00","3","Tuesday","Martes","Mardi","14","196","29","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200715","15/07/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","15","197","29","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200716","16/07/2020 00:00:00","5","Thursday","Jueves","Jeudi","16","198","29","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200717","17/07/2020 00:00:00","6","Friday","Viernes","Vendredi","17","199","29","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200718","18/07/2020 00:00:00","7","Saturday","Sábado","Samedi","18","200","29","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200719","19/07/2020 00:00:00","1","Sunday","Domingo","Dimanche","19","201","30","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200720","20/07/2020 00:00:00","2","Monday","Lunes","Lundi","20","202","30","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200721","21/07/2020 00:00:00","3","Tuesday","Martes","Mardi","21","203","30","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200722","22/07/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","22","204","30","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200723","23/07/2020 00:00:00","5","Thursday","Jueves","Jeudi","23","205","30","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200724","24/07/2020 00:00:00","6","Friday","Viernes","Vendredi","24","206","30","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200725","25/07/2020 00:00:00","7","Saturday","Sábado","Samedi","25","207","30","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200726","26/07/2020 00:00:00","1","Sunday","Domingo","Dimanche","26","208","31","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200727","27/07/2020 00:00:00","2","Monday","Lunes","Lundi","27","209","31","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200728","28/07/2020 00:00:00","3","Tuesday","Martes","Mardi","28","210","31","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200729","29/07/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","29","211","31","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200730","30/07/2020 00:00:00","5","Thursday","Jueves","Jeudi","30","212","31","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200731","31/07/2020 00:00:00","6","Friday","Viernes","Vendredi","31","213","31","July","Julio","Juillet","7","3","2020","2","1","2021","1"
"20200801","01/08/2020 00:00:00","7","Saturday","Sábado","Samedi","1","214","31","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200802","02/08/2020 00:00:00","1","Sunday","Domingo","Dimanche","2","215","32","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200803","03/08/2020 00:00:00","2","Monday","Lunes","Lundi","3","216","32","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200804","04/08/2020 00:00:00","3","Tuesday","Martes","Mardi","4","217","32","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200805","05/08/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","5","218","32","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200806","06/08/2020 00:00:00","5","Thursday","Jueves","Jeudi","6","219","32","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200807","07/08/2020 00:00:00","6","Friday","Viernes","Vendredi","7","220","32","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200808","08/08/2020 00:00:00","7","Saturday","Sábado","Samedi","8","221","32","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200809","09/08/2020 00:00:00","1","Sunday","Domingo","Dimanche","9","222","33","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200810","10/08/2020 00:00:00","2","Monday","Lunes","Lundi","10","223","33","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200811","11/08/2020 00:00:00","3","Tuesday","Martes","Mardi","11","224","33","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200812","12/08/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","12","225","33","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200813","13/08/2020 00:00:00","5","Thursday","Jueves","Jeudi","13","226","33","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200814","14/08/2020 00:00:00","6","Friday","Viernes","Vendredi","14","227","33","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200815","15/08/2020 00:00:00","7","Saturday","Sábado","Samedi","15","228","33","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200816","16/08/2020 00:00:00","1","Sunday","Domingo","Dimanche","16","229","34","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200817","17/08/2020 00:00:00","2","Monday","Lunes","Lundi","17","230","34","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200818","18/08/2020 00:00:00","3","Tuesday","Martes","Mardi","18","231","34","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200819","19/08/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","19","232","34","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200820","20/08/2020 00:00:00","5","Thursday","Jueves","Jeudi","20","233","34","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200821","21/08/2020 00:00:00","6","Friday","Viernes","Vendredi","21","234","34","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200822","22/08/2020 00:00:00","7","Saturday","Sábado","Samedi","22","235","34","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200823","23/08/2020 00:00:00","1","Sunday","Domingo","Dimanche","23","236","35","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200824","24/08/2020 00:00:00","2","Monday","Lunes","Lundi","24","237","35","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200825","25/08/2020 00:00:00","3","Tuesday","Martes","Mardi","25","238","35","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200826","26/08/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","26","239","35","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200827","27/08/2020 00:00:00","5","Thursday","Jueves","Jeudi","27","240","35","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200828","28/08/2020 00:00:00","6","Friday","Viernes","Vendredi","28","241","35","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200829","29/08/2020 00:00:00","7","Saturday","Sábado","Samedi","29","242","35","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200830","30/08/2020 00:00:00","1","Sunday","Domingo","Dimanche","30","243","36","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200831","31/08/2020 00:00:00","2","Monday","Lunes","Lundi","31","244","36","August","Agosto","Août","8","3","2020","2","1","2021","1"
"20200901","01/09/2020 00:00:00","3","Tuesday","Martes","Mardi","1","245","36","September","Septiembre","Septembre","9","3","2020","2","1","2021","1"
"20200902","02/09/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","2","246","36","September","Septiembre","Septembre","9","3","2020","2","1","2021","1"
"20200903","03/09/2020 00:00:00","5","Thursday","Jueves","Jeudi","3","247","36","September","Septiembre","Septembre","9","3","2020","2","1","2021","1"
"20200904","04/09/2020 00:00:00","6","Friday","Viernes","Vendredi","4","248","36","September","Septiembre","Septembre","9","3","2020","2","1","2021","1"
"20200905","05/09/2020 00:00:00","7","Saturday","Sábado","Samedi","5","249","36","September","Septiembre","Septembre","9","3","2020","2","1","2021","1"
"20200906","06/09/2020 00:00:00","1","Sunday","Domingo","Dimanche","6","250","37","September","Septiembre","Septembre","9","3","2020","2","1","2021","1"
"20200907","07/09/2020 00:00:00","2","Monday","Lunes","Lundi","7","251","37","September","Septiembre","Septembre","9","3","2020","2","1","2021","1"
"20200908","08/09/2020 00:00:00","3","Tuesday","Martes","Mardi","8","252","37","September","Septiembre","Septembre","9","3","2020","2","1","2021","1"
"20200909","09/09/2020 00:00:00","4","Wednesday","Miércoles","Mercredi","9","253","37","September","Septiembre","Septembre","9","3","2020","2","1","2021","1"
"20200910","10/09/2020 00:00:00","5","Thursday","Jueves","Jeudi","10","254","37","September","Septiembre","Septembre","9","3","2020","2","1","2021","1"
"20200911","11/09/2020 00:00:00","6","Friday","Viernes","Vendredi","11","255","37","September","Septiembre","Septembre","9","3","2020","2","1","2021","1"
"20200912","12/09/2020 00:00:00","7","Saturday","Sábado","Samedi","12","256","37","September","Septiembre","Septembre","9","3","2020","2","1","2021","1"
